ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min,Timestamp
Vicente Sanchez,COL,F,30,16,5,1,4,1,0.32,2015
Boniek Garcia,HOU,M,23,16,5,2,3,2,0.31,2015
Cristian Techera,VAN,M,22,17,5,2,3,2,0.29,2015
Stefan Ishizaki,LA,M,20,19,5,0,2,3,0.28,2015
Teal Bunbury,NE,F,30,20,5,0,2,3,0.25,2015
Baggio Husidic,LA,M,24,21,5,1,4,1,0.23,2015
Graham Zusi,SKC,D-M,25,22,5,3,3,2,0.23,2015
Marco Donadel,MTL,M,25,24,5,3,5,0,0.23,2015
Quincy Amarikwa,SJ,F,31,24,5,2,2,3,0.2,2015
Nick DeLeon,DC,M,29,25,5,1,5,0,0.2,2015
Justin Meram,ORL,M,31,28,5,1,3,2,0.2,2015
Steven Beitashour,LAFC,D,27,27,5,1,1,4,0.19,2015
Shea Salinas,SJ,M,34,29,5,2,2,3,0.17,2015
Darlington Nagbe,ATL,M,33,33,5,2,4,1,0.16,2015
Scott Caldwell,NE,M,34,32,5,2,4,1,0.16,2015
Felipe,VAN,M,34,34,5,1,3,2,0.15,2015
Jorge Villafaña,USA,D-M,33,33,5,2,3,2,0.15,2015
Jose Villarreal,ORL,M,16,9,4,0,2,2,0.52,2015
Michel Garbini Pereira,DAL,M-D,18,12,4,1,3,1,0.39,2015
Angelino,NYC,D,14,10,4,1,3,1,0.36,2015
Patrick Mullins,DC,F,24,11,4,0,3,1,0.35,2015
Hector Jimenez,CLB,M,23,12,4,2,1,3,0.32,2015
Patrick Nyarko,CHI,F-M,19,14,4,0,1,3,0.29,2015
Jalil Anibaba,NE,D,16,14,4,1,4,0,0.28,2015
Michael Stephens,CHI,M,20,16,4,2,3,1,0.27,2015
Carlos Rivas,RBNY,F,27,13,4,1,1,3,0.26,2015
Pedro Morales,VAN,M,23,15,4,3,3,1,0.25,2015
Joao Plata,RSL,F,19,17,4,1,2,2,0.25,2015
Brek Shea,VAN,M-F,19,17,4,3,2,2,0.25,2015
Roger Espinoza,SKC,M,17,17,4,0,2,2,0.24,2015
Diego Fagundez,NE,M,30,19,4,2,3,1,0.21,2015
Andres Romero,MTL,M,27,23,4,1,1,3,0.19,2015
CJ Sapong,PHI,F,27,20,4,1,1,3,0.19,2015
Kemar Lawrence,RBNY,D,23,23,4,4,3,1,0.18,2015
Charlie Davies,NE,F,33,25,4,2,1,3,0.17,2015
Luke Boden,ORL,D,25,24,4,1,4,0,0.16,2015
Will Bruin,SEA,F,33,28,4,0,3,1,0.15,2015
Sheanon Williams,HOU,D,31,27,4,3,4,0,0.15,2015
Gyasi Zardes,CLB,F,29,27,4,1,4,0,0.15,2015
Chris Rolfe,DC,F,31,30,4,2,3,1,0.15,2015
Luke Moore,TOR,F,15,6,3,2,2,1,0.43,2015
Corey Ashe,HOU,M,9,8,3,1,3,0,0.41,2015
Lucas Melano,POR,F,13,8,3,1,2,1,0.37,2015
Tranquillo Barnetta,PHI,M,11,9,3,1,1,2,0.35,2015
Alexander Lopez,HON,M,16,12,3,2,1,2,0.29,2015
Maximiliano Urruti,DAL,F,30,12,3,0,1,2,0.25,2015
Steven Gerrard,LA,M,13,13,3,1,2,1,0.23,2015
Thomas McNamara,NYC,M,19,15,3,0,2,1,0.2,2015
David Texeira,DAL,F,22,19,3,1,1,2,0.19,2015
Juan Ramirez,COL,M,27,15,3,1,0,3,0.19,2015
Robbie Findley,TOR,F,25,18,3,0,2,1,0.18,2015
Mauro Rosales,VAN,M,24,19,3,1,2,1,0.18,2015
Wil Trapp,CLB,M,19,17,3,0,2,1,0.18,2015
Gabriel Torres,PAN,M-F,25,19,3,2,1,2,0.17,2015
Andy Rose,SEA,M,25,17,3,0,2,1,0.17,2015
Marky Delgado,TOR,M,20,19,3,1,1,2,0.16,2015
Juan Agudelo,NE,F,32,20,3,1,3,0,0.15,2015
Kennedy Igboananike,CHI,F,31,20,3,1,1,2,0.15,2015
Calum Mallace,LAFC,M,26,21,3,1,2,1,0.15,2015
Ned Grabavoy,NYC,M,26,22,3,2,3,0,0.14,2015
Davy Arnaud,DC,M,23,21,3,3,3,0,0.14,2015
Razvan Cocis,CHI,M,26,22,3,0,2,1,0.13,2015
Fabinho,PHI,D,26,23,3,1,2,1,0.13,2015
Fanendo Adi,POR,F,33,23,3,1,2,1,0.12,2015
Ryan Hollingshead,DAL,M,33,25,3,1,2,1,0.12,2015
Lucas Pittinari,COL,M,29,25,3,1,3,0,0.12,2015
Robbie Rogers,LA,D,27,26,3,0,2,1,0.12,2015
Giles Barnes,HOU,M,28,28,3,1,2,1,0.11,2015
Omar Gonzalez,USA,D,30,29,3,1,3,0,0.1,2015
Octavio Rivero,VAN,F,34,30,3,2,1,2,0.1,2015
Matt Besler,SKC,D,32,32,3,2,1,2,0.1,2015
Tyrone Mears,MIN,D,33,33,3,1,2,1,0.09,2015
Charles Eloundou,COL,F,11,3,2,0,2,0,0.53,2015
Mike Magee,CHI,M,12,3,2,0,0,2,0.5,2015
Ignacio Maganto,LA,M,13,6,2,0,1,1,0.34,2015
Jason Johnson,CHI,F,20,5,2,1,1,1,0.3,2015
Gilberto,CHI,F,10,8,2,0,2,0,0.26,2015
Gaston Fernandez,POR,M,21,6,2,2,2,0,0.25,2015
Pedro Ribeiro,ORL,M-F,18,8,2,0,0,2,0.25,2015
Harrison Afful,CLB,D,9,9,2,1,0,2,0.24,2015
Chance Myers,KC,D,13,10,2,1,2,0,0.21,2015
Erik Friberg,SEA,M,13,11,2,0,1,1,0.19,2015
Moises Hernandez,DAL,D,14,11,2,1,2,0,0.19,2015
Dairon Asprilla,POR,M-F,26,10,2,1,2,0,0.18,2015
Sal Zizzo,ATL,D,22,10,2,0,0,2,0.17,2015
RJ Allen,ORL,D,14,13,2,1,1,1,0.17,2015
Jordan Allen,RSL,M-F,23,11,2,1,0,2,0.17,2015
Daigo Kobayashi,NE,M,21,11,2,1,2,0,0.16,2015
Shaun Maloney,CHI,M,14,14,2,0,1,1,0.15,2015
Luis Solignac,CHI,F,15,14,2,0,2,0,0.15,2015
Mehdi Ballouchy,NYC,M,19,16,2,0,1,1,0.14,2015
Jairo Arrieta,DC,F,27,15,2,2,1,1,0.14,2015
Sebastian Jaime,RSL,F,20,17,2,0,1,1,0.14,2015
Nathan Sturgis,HOU,M,18,15,2,0,2,0,0.14,2015
Eric Ayuk,PHI,M,28,14,2,1,1,1,0.14,2015
Eric Avila,ORL,M,21,15,2,0,0,2,0.14,2015
Jacob Peterson,KC,F,26,15,2,0,2,0,0.13,2015
Servando Carrasco,LA,M,21,16,2,0,1,1,0.13,2015
Tyson Wahl,CLB,D,18,14,2,0,1,1,0.13,2015
Chris Korb,DC,D,18,17,2,1,2,0,0.12,2015
Sebastian Lletget,LA,M,20,17,2,0,2,0,0.12,2015
Sanna Nyassi,SJ,M,28,19,2,0,0,2,0.12,2015
Kevin Doyle,COL,F,20,16,2,2,0,2,0.12,2015
London Woodberry,NE,D,18,18,2,0,2,0,0.12,2015
Ashtone Morgan,TOR,D,19,17,2,0,0,2,0.12,2015
Devon Sandoval,RSL,F,30,17,2,2,1,1,0.11,2015
Kellyn Acosta,DAL,M,21,19,2,1,1,1,0.11,2015
Andrew Wenger,HOU,F,26,22,2,0,0,2,0.1,2015
Michael Barrios,DAL,M,26,19,2,0,2,0,0.1,2015
Collen Warner,MIN,M,29,20,2,0,0,2,0.1,2015
Dilly Duka,MTL,M,27,19,2,0,1,1,0.1,2015
Cordell Cato,SJ,F,28,18,2,0,0,2,0.1,2015
Soni Mustivar,KC,M,25,20,2,1,2,0,0.1,2015
Gonzalo Pineda,SEA,M,28,21,2,0,1,1,0.1,2015
Atiba Harris,DAL,D,27,20,2,0,0,2,0.1,2015
David Accam,PHI,M,24,21,2,1,2,0,0.1,2015
Nigel Reo-Coker,MTL,M,28,20,2,0,2,0,0.1,2015
Rafael Ramos,CHI,D,25,24,2,1,2,0,0.09,2015
Lamar Neagle,SEA,M,31,23,2,1,2,0,0.09,2015
Pa-Modou Kah,VAN,D,25,24,2,0,2,0,0.08,2015
Cristian Higuita,ORL,M,26,25,2,0,1,1,0.08,2015
Darwin Ceren,HOU,M,26,25,2,1,0,2,0.08,2015
Sean St. Ledger,COL,D,27,26,2,1,2,0,0.08,2015
Fatai Alashe,SJ,M,28,27,2,0,0,2,0.08,2015
Luke Mulholland,RSL,M,29,27,2,0,1,1,0.08,2015
Kyle Beckerman,RSL,M,26,26,2,1,2,0,0.08,2015
Brad Evans,SKC,D-M,28,27,2,1,2,0,0.08,2015
Clarence Goodson,SJ,D,28,28,2,0,1,1,0.08,2015
Laurent Ciman,LAFC,D,27,27,2,0,0,2,0.07,2015
José Gonçalves,NE,D,29,28,2,1,0,2,0.07,2015
Dom Dwyer,ORL,F,30,28,2,0,0,2,0.07,2015
David Horst,RSL,D,32,28,2,0,0,2,0.07,2015
Chris Wondolowski,SJ,F,31,30,2,1,1,1,0.07,2015
Justin Morrow,TOR,D,32,31,2,1,1,1,0.07,2015
Marvell Wynne,SJ,D,33,32,2,0,0,2,0.07,2015
Tony Beltran,RSL,D,31,31,2,0,1,1,0.06,2015
Andrew Jacobson,NYC,M,33,33,2,0,1,1,0.06,2015
Marius Obekop,NYR,M,1,0,1,0,0,1,22.5,2015
Bright Dike,TOR,F,2,0,1,0,0,1,4.5,2015
Facundo Coria,DC,M,7,1,1,0,0,1,0.69,2015
Ishmael Yartey,POR,M,5,3,1,1,0,1,0.4,2015
Kevan George,CLB,M,6,2,1,0,1,0,0.32,2015
Rasheed Olabiyi,HOU,M,7,4,1,0,1,0,0.32,2015
Shaun Wright-Phillips,NYR,M,12,1,1,1,0,1,0.31,2015
Román Torres,SEA,D,4,4,1,0,1,0,0.29,2015
Gonzalo Verón,NYR,M-F,13,2,1,0,1,0,0.28,2015
Rob Lovejoy,HOU,F,17,2,1,0,1,0,0.27,2015
Erick Torres,HOU,F,11,3,1,1,1,0,0.27,2015
Conor Casey,PHI,F,14,2,1,0,1,0,0.26,2015
Daniel Lovitz,MTL,D,11,3,1,0,0,1,0.26,2015
Darrius Barnes,NE,D,5,4,1,1,1,0,0.23,2015
Anatole Abang,RBNY,F,17,3,1,1,0,1,0.23,2015
Ty Harden,CHI,D,5,4,1,0,1,0,0.23,2015
Nelson Valdez,SEA,F,7,5,1,0,0,1,0.22,2015
Sean Davis,RBNY,M,14,4,1,1,1,0,0.21,2015
Andreas Ivanschitz,SEA,M,6,5,1,0,0,1,0.21,2015
Chad Barson,CLB,D,10,4,1,0,1,0,0.2,2015
Kyle Bekker,DAL,M,11,4,1,0,0,1,0.19,2015
Connor Hallisey,KC,F,13,6,1,0,1,0,0.17,2015
David Mateos,ORL,D,6,6,1,1,1,0,0.17,2015
Thomas,SEA,M,11,7,1,0,1,0,0.16,2015
Patrick Doody,CHI,D,7,6,1,0,1,0,0.16,2015
Adrian Winter,ORL,M-F,9,7,1,1,1,0,0.15,2015
Kevin Molino,MIN,M,7,7,1,1,0,1,0.15,2015
Juan Manuel Martínez,RSL,M-F,8,7,1,0,1,0,0.14,2015
Michael Farfan,DC,M,17,7,1,0,0,1,0.14,2015
Patrice Bernier,MTL,M,20,6,1,1,1,0,0.13,2015
Matt Watson,CHI,M,13,8,1,0,1,0,0.13,2015
Dillon Serna,COL,M,15,8,1,1,1,0,0.13,2015
George Fochive,POR,M,11,8,1,0,1,0,0.13,2015
Leonardo González,SEA,D,16,8,1,0,1,0,0.13,2015
Frank Lampard,NYC,M,10,9,1,0,1,0,0.12,2015
Andoni Iraola,NYC,D,9,8,1,0,1,0,0.12,2015
Nick Hagglund,TOR,D,12,8,1,0,0,1,0.11,2015
Khiry Shelton,SKC,F,17,7,1,0,1,0,0.11,2015
Marcel de Jong,VAN,D-M,13,11,1,0,0,1,0.11,2015
Darren Mattocks,DC,F,22,9,1,0,1,0,0.11,2015
Didier Drogba,CIV,F,11,9,1,0,1,0,0.1,2015
Warren Creavalle,PHI,M,19,10,1,0,0,1,0.1,2015
Amobi Okugo,KC,D-M,18,10,1,0,0,1,0.1,2015
Nicolas Mezquida,VAN,M,18,12,1,0,1,0,0.1,2015
Zach Pfeffer,PHI,M,21,11,1,0,0,1,0.09,2015
Adam Jahn,CLB,F,26,9,1,1,0,1,0.09,2015
Leonel Miranda,HOU,M,20,11,1,0,0,1,0.09,2015
Jared Watts,COL,D-M,13,12,1,1,0,1,0.09,2015
Saad Abdul-Salaam,NYC,D,22,10,1,0,0,1,0.08,2015
Cristian Roldan,SEA,M,22,11,1,0,0,1,0.08,2015
Jordan Stewart,SJ,D-M,14,13,1,1,1,0,0.08,2015
Jeb Brovsky,NYC,D,15,12,1,1,0,1,0.08,2015
Fernando Aristeguieta,PHI,F,21,14,1,0,1,0,0.07,2015
Michael Harrington,COL,D,14,14,1,0,0,1,0.07,2015
Blas Pérez,DAL,F,23,14,1,0,1,0,0.07,2015
Chris Duvall,MTL,D,15,14,1,0,1,0,0.07,2015
Kofi Sarkodie,HOU,D,16,15,1,1,1,0,0.07,2015
Abdoulie Mansally,RSL,D,19,14,1,0,1,0,0.07,2015
Amadou Dia,KC,D,22,13,1,0,1,0,0.07,2015
Russell Teibert,VAN,M,23,15,1,1,0,1,0.07,2015
Jack McInerney,CLB,F,22,15,1,0,1,0,0.07,2015
Jackson Goncalves,TOR,M,26,14,1,0,0,1,0.07,2015
Jermaine Taylor,HOU,D,16,16,1,0,1,0,0.06,2015
Connor Lade,RBNY,D,18,16,1,1,1,0,0.06,2015
Luis Gil,RSL,M,24,16,1,0,0,1,0.06,2015
Emanuel Pogatetz,CLB,D,19,16,1,0,1,0,0.06,2015
Paulo Nagamura,KC,M,21,17,1,0,1,0,0.06,2015
Tesho Akindele,DAL,F,28,14,1,0,1,0,0.06,2015
Lewis Neal,ORL,M,21,18,1,0,1,0,0.06,2015
Chris Pontius,LA,F,23,17,1,0,1,0,0.06,2015
Olmes Garcia,RSL,F,33,15,1,0,1,0,0.06,2015
Mohammed Saeid,CLB,M,25,18,1,1,1,0,0.06,2015
Shaun Francis,SJ,D,23,18,1,0,0,1,0.05,2015
Lovel Palmer,CHI,D,22,20,1,1,1,0,0.05,2015
Jámison Olave,RSL,D,22,22,1,0,1,0,0.05,2015
Marcelo Sarvas,COL,M,25,21,1,0,0,1,0.05,2015
A.J. DeLaGarza,HOU,D,24,22,1,1,1,0,0.05,2015
Aaron Maund,VAN,D,22,21,1,1,1,0,0.05,2015
Maurice Edu,PHI,M,22,22,1,0,0,1,0.05,2015
Drew Moor,TOR,D,22,22,1,0,1,0,0.05,2015
Gershon Koffie,VAN,M,28,22,1,1,1,0,0.04,2015
Damien Perquis,TOR,D,25,24,1,0,1,0,0.04,2015
Mix Diskerud,NYC,M,27,23,1,0,1,0,0.04,2015
Matt Miazga,USA,D,26,24,1,0,1,0,0.04,2015
Eric Gehrig,CHI,D,25,25,1,0,0,1,0.04,2015
Jordan Harvey,LAFC,D,26,25,1,0,1,0,0.04,2015
Joevin Jones,CHI,D,28,26,1,0,0,1,0.04,2015
Kevin Ellis,KC,D,27,26,1,1,1,0,0.04,2015
DaMarcus Beasley,HOU,D,28,28,1,1,1,0,0.04,2015
Zach Loyd,DAL,D,28,28,1,1,1,0,0.04,2015
Raymon Gaddis,PHI,D,28,27,1,0,0,1,0.04,2015
Aurélien Collin,RBNY,D,28,27,1,0,0,1,0.04,2015
Damien Perrinelle,NYR,D,28,27,1,1,1,0,0.04,2015
Diego Chara,POR,M,28,28,1,0,1,0,0.04,2015
Víctor Bernárdez,SJ,D,29,29,1,1,1,0,0.04,2015
Matias Laba,VAN,M,30,30,1,1,1,0,0.04,2015
Ricardo Clark,CLB,M,30,30,1,0,1,0,0.03,2015
Matt Hedges,DAL,D,31,30,1,0,0,1,0.03,2015
Alvas Powell,POR,D,31,31,1,0,1,0,0.03,2015
Perry Kitchen,LA,M,33,31,1,0,1,0,0.03,2015
Liam Ridgewell,POR,D,32,32,1,0,1,0,0.03,2015
Michael Parkhurst,ATL,D,33,33,1,0,1,0,0.03,2015
Victor Ulloa,DAL,M,33,33,1,0,0,1,0.03,2015
Jack McBean,COL,F,0,0,0,0,0,0,0,2015
Ben Zemanski,POR,M,0,0,0,0,0,0,0,2015
Adrian Lopez,MTL,D,0,0,0,0,0,0,0,2015
Steven Lenhart,SJ,F,0,0,0,0,0,0,0,2015
Brandon Barklage,SJ,D,0,0,0,0,0,0,0,2015
Danny Cruz,PHI,M-F,0,0,0,0,0,0,0,2015
Stephen Keel,DAL,D,0,0,0,0,0,0,0,2015
Eddie Johnson,DC,F,0,0,0,0,0,0,0,2015
Peguy Luyindula,NYR,F,0,0,0,0,0,0,0,2015
Andre Lewis,VAN,M,0,0,0,0,0,0,0,2015
Leo Fernandes,PHI,M,0,0,0,0,0,0,0,2015
Donnie Smith,NE,M,0,0,0,0,0,0,0,2015
Michael Bustamante,NYR,M,0,0,0,0,0,0,0,2015
Andres Correa,SEA,D,0,0,0,0,0,0,0,2015
Michael Seaton,DC,F,0,0,0,0,0,0,0,2015
Charlie Rugg,LA,F,0,0,0,0,0,0,0,2015
Blake Smith,MTL,M,0,0,0,0,0,0,0,2015
Collin Martin,MIN,M,0,0,0,0,0,0,0,2015
Danny Garcia,DAL,M-F,0,0,0,0,0,0,0,2015
Jalen Robinson,DC,D,0,0,0,0,0,0,0,2015
Schillo Tshuma,POR,F,0,0,0,0,0,0,0,2015
Leo Stolz,NYR,M,0,0,0,0,0,0,0,2015
Eric Bird,HOU,M,0,0,0,0,0,0,0,2015
Tyler Rudy,NE,M,0,0,0,0,0,0,0,2015
Tony Cascio,ORL,M,0,0,0,0,0,0,0,2015
Ruben Bover,NYR,M,0,0,0,0,0,0,0,2015
Caleb Clarke,VAN,F,0,0,0,0,0,0,0,2015
Andrew Jean-Baptiste,NYR,D,0,0,0,0,0,0,0,2015
Mark Bloom,TOR,D,0,0,0,0,0,0,0,2015
Kevin Parsemain,MTQ,F,0,0,0,0,0,0,0,2015
Caleb Calvert,COL,F,0,0,0,0,0,0,0,2015
Damion Lowe,JAM,D,0,0,0,0,0,0,0,2015
Timi Mulgrew,NE,F,0,0,0,0,0,0,0,2015
Shawn McLaws,NYR,M,0,0,0,0,0,0,0,2015
Andy Thoma,POR,D,0,0,0,0,0,0,0,2015
Andrés Mendoza,NYC,D,0,0,0,0,0,0,0,2015
Manny Aparicio,TOR,M,0,0,0,0,0,0,0,2015
Santiago Gonzalez,MTL,F,0,0,0,0,0,0,0,2015
Oumar Ballo,HOU,D,0,0,0,0,0,0,0,2015
Estrela,ORL,M,0,0,0,0,0,0,0,2015
Adam Bedell,CLB,F,0,0,0,0,0,0,0,2015
Raul Mendiola,LA,M,0,0,0,0,0,0,0,2015
Romain Gall,CLB,M,0,0,0,0,0,0,0,2015
Ben McKendry,VAN,M,0,0,0,0,0,0,0,2015
Dzenan Catic,PHI,F,0,0,0,0,0,0,0,2015
Kingsley Bryce,CHI,F,0,0,0,0,0,0,0,2015
Sagi Lev-Ari,CLB,F,0,0,0,0,0,0,0,2015
Ben Swanson,CLB,M,0,0,0,0,0,0,0,2015
Memo Rodriguez,HOU,M,0,0,0,0,0,0,0,2015
Louis Beland-Goyette,MTL,M,0,0,0,0,0,0,0,2015
Chris Mannella,TOR,M,0,0,0,0,0,0,0,2015
Otis Earle,DAL,D,0,0,0,0,0,0,0,2015
Nick Besler,RSL,M,0,0,0,0,0,0,0,2015
James Ansu Rogers,KC,F,0,0,0,0,0,0,0,2015
Sidney Rivera,ORL,F,0,0,0,0,0,0,0,2015
Anthony Manning,POR,D,0,0,0,0,0,0,0,2015
Matheus Silva,SJ,D,0,0,0,0,0,0,0,2015
Kalen Ryden,CLB,D,0,0,0,0,0,0,0,2015
Zachary Herivaux,NE,M,0,0,0,0,0,0,0,2015
Jimmy McLaughlin,PHI,M,1,0,0,0,0,0,0,2015
Deshorn Brown,COL,F,1,0,0,0,0,0,0,2015
Victor Perez,CHI,M,1,0,0,0,0,0,0,2015
Kenny Cooper,MTL,F,1,0,0,0,0,0,0,2015
Antoine Hoppenot,PHI,F,1,0,0,0,0,0,0,2015
Collin Fernandez,CHI,M,1,0,0,0,0,0,0,2015
Romario Williams,ATL,F,2,0,0,0,0,0,0,2015
Mike Fucito,SJ,F,2,0,0,0,0,0,0,2015
Connor Brandt,NYC,M-D,1,0,0,0,0,0,0,2015
Raymond Lee,PHI,D,1,0,0,0,0,0,0,2015
Jordan Hamilton,TOR,F,2,0,0,0,0,0,0,2015
Conor Donovan,ORL,D,1,1,0,0,0,0,0,2015
Jeremy Gagnon-Lapare,MTL,M,2,0,0,0,0,0,0,2015
Ariel Lassiter,LA,F,1,0,0,0,0,0,0,2015
Manolo Sanchez,NYR,M,3,0,0,0,0,0,0,2015
Michael Nanchoff,POR,M,4,0,0,0,0,0,0,2015
Victor Mansaray,SEA,F,3,0,0,0,0,0,0,2015
Zach Steinberger,HOU,M,3,0,0,0,0,0,0,2015
Marco Bustos,VAN,M,1,0,0,0,0,0,0,2015
Chandler Hoffman,HOU,F,5,0,0,0,0,0,0,2015
Carlos Alvarez,COL,M,1,0,0,0,0,0,0,2015
Cameron Porter,MTL,F,2,1,0,0,0,0,0,2015
Robert Earnshaw,VAN,F,9,0,0,0,0,0,0,2015
Sean Okoli,NE,F,5,0,0,0,0,0,0,2015
Matt Dunn,NYC,M,1,0,0,0,0,0,0,2015
Martin Paterson,ORL,F,4,0,0,0,0,0,0,2015
Jared Jeffrey,DC,M,2,1,0,0,0,0,0,2015
Tony Taylor,NYC,F-M,2,1,0,0,0,0,0,2015
Andy Craven,SEA,F,3,0,0,0,0,0,0,2015
Coy Craft,DAL,F-M,2,1,0,0,0,0,0,2015
Todd Dunivant,LA,D,3,1,0,0,0,0,0,2015
Fred,PHI,M,6,0,0,0,0,0,0,2015
Tommy Redding,RBNY,D,2,1,0,0,0,0,0,2015
Ethen Sampson,VAN,D,1,1,0,0,0,0,0,2015
Ben Newnam,COL,D,1,1,0,0,0,0,0,2015
Jimmy Ockford,SJ,D,1,1,0,0,0,0,0,2015
Sergio Campbell,JAM,D,1,1,0,0,0,0,0,2015
Taylor Hunter,HOU,M,1,1,0,0,0,0,0,2015
Jeanderson,POR,D,3,1,0,0,0,0,0,2015
Mauro Manotas,HOU,F,9,0,0,0,0,0,0,2015
Darwin Jones,SEA,F,9,0,0,0,0,0,0,2015
Danny Mwanga,ORL,F,4,1,0,0,0,0,0,2015
Pecka,RSL,M,4,1,0,0,0,0,0,2015
Boyd Okwuonu,RSL,D,3,1,0,0,0,0,0,2015
Steven Caldwell,TOR,D,2,2,0,0,0,0,0,2015
Harrison Heath,MIN,M,3,2,0,0,0,0,0,2015
Leandro Barrera,SJ,M,6,1,0,0,0,0,0,2015
Steve Neumann,NE,M-F,9,1,0,0,0,0,0,2015
Anthony Jackson-Hamel,MTL,F,8,0,0,0,0,0,0,2015
Luke Mishu,DC,D,2,2,0,0,0,0,0,2015
Sebastian Saucedo,RSL,M,9,1,0,0,0,0,0,2015
Clément Simonin,TOR,D,2,2,0,0,0,0,0,2015
Phanuel Kavita,RSL,D,2,2,0,0,0,0,0,2015
Erik Hurtado,VAN,F-M,9,1,0,0,0,0,0,2015
Joseph Greenspan,COL,D,3,2,0,0,0,0,0,2015
Alex Zendejas,DAL,M,8,2,0,0,0,0,0,2015
Aaron Kovar,LAFC,M,6,2,0,0,0,0,0,2015
Jay Chapman,TOR,M,10,1,0,0,0,0,0,2015
Kianz Froese,CAN,M,9,1,0,0,0,0,0,2015
Khari Stephenson,SJ,M,4,2,0,0,0,0,0,2015
Aaron Schoenfeld,CLB,F,17,1,0,0,0,0,0,2015
Ben Speas,CLB,M-F,8,2,0,0,0,0,0,2015
Hérculez Gómez,TOR,F,7,2,0,0,0,0,0,2015
Mark Sherrod,SJ,F,6,2,0,0,0,0,0,2015
Cedrick Mabwati,CLB,M,9,1,0,0,0,0,0,2015
Pablo Alvarez,NYC,M,8,3,0,0,0,0,0,2015
Edson Buddle,LA,F,12,1,0,0,0,0,0,2015
Diego Rodriguez,VAN,D,4,3,0,0,0,0,0,2015
Dave Romney,LA,D,5,2,0,0,0,0,0,2015
Dane Richards,NYR,M,12,1,0,0,0,0,0,2015
Justin Mapp,MTL,M,5,3,0,0,0,0,0,2015
Bryan Róchez,ORL,F,16,0,0,0,0,0,0,2015
Oscar Sorto,LA,D,3,3,0,0,0,0,0,2015
Marlon Hairston,COL,M,3,3,0,0,0,0,0,2015
Jean-Baptiste Pierazzi,SJ,M,3,3,0,0,0,0,0,2015
Gaston Sauro,CLB,D,4,4,0,0,0,0,0,2015
Jordi Quintilla,KC,M,8,3,0,0,0,0,0,2015
Kenney Walker,LA,M,8,3,0,0,0,0,0,2015
Shane O'Neill,COL,D,4,3,0,0,0,0,0,2015
Christian Dean,CHI,D,5,3,0,0,0,0,0,2015
Taylor Peay,RSL,D,5,3,0,0,0,0,0,2015
Greg Cochrane,CHI,D,4,4,0,0,0,0,0,2015
Rafael Garcia,LA,D,10,4,0,0,0,0,0,2015
Paulo Renato,SJ,D,5,3,0,0,0,0,0,2015
Tommy Meyer,LA,D,6,4,0,0,0,0,0,2015
Jordan Smith,VAN,D,7,4,0,0,0,0,0,2015
Erik Palmer-Brown,KC,D,7,4,0,0,0,0,0,2015
Rolando Escobar,DAL,M,14,2,0,0,0,0,0,2015
Chris Ritter,CHI,M,7,5,0,0,0,0,0,2015
Jimmy Medranda,SKC,D-M,7,7,0,0,0,0,0,2015
Ezequiel Cirigliano,DAL,M,7,5,0,0,0,0,0,2015
Roy Miller,POR,D,6,5,0,0,0,0,0,2015
Deybi Flores,VAN,M,9,5,0,0,0,0,0,2015
Sebastian Velasquez,NYC,M,12,5,0,0,0,0,0,2015
Chris Schuler,ORL,D,5,5,0,0,0,0,0,2015
Norberto Paparatto,POR,D,6,5,0,0,0,0,0,2015
Bradford Jamieson IV,LA,F,7,6,0,0,0,0,0,2015
Tommy Thompson,SJ,M,17,4,0,0,0,0,0,2015
Tyler Turner,ORL,D,7,5,0,0,0,0,0,2015
Hassoun Camara,MTL,D,9,5,0,0,0,0,0,2015
Mikey Lopez,KC,M,6,5,0,0,0,0,0,2015
Bernardo Añor,KC,M,13,4,0,0,0,0,0,2015
Innocent Emeghara,SJ,F,7,6,0,0,0,0,0,2015
AJ Cochran,HOU,D,7,5,0,0,0,0,0,2015
Eric Miller,COL,D,9,6,0,0,0,0,0,2015
Daneil Cyrus,CHI,D,6,5,0,0,0,0,0,2015
Miguel Aguilar,DC,M,17,4,0,0,0,0,0,2015
Ike Opara,SKC,D,6,6,0,0,0,0,0,2015
Anthony Wallace,NYR,D,6,6,0,0,0,0,0,2015
Javier Calle,NYC,D,12,7,0,0,0,0,0,2015
Justen Glad,RSL,D,7,6,0,0,0,0,0,2015
Guilherme do Prado,CHI,F,15,6,0,0,0,0,0,2015
Maxim Tissot,MTL,D,11,7,0,0,0,0,0,2015
Adam Nemec,NYC,F,9,8,0,0,0,0,0,2015
Jefferson Mena,NYC,D,7,6,0,0,0,0,0,2015
Hernan Grana,CLB,D,7,7,0,0,0,0,0,2015
Nick LaBrocca,COL,M,13,6,0,0,0,0,0,2015
Kristinn Steindorsson,CLB,M,21,4,0,0,0,0,0,2015
Sam Adekugbe,VAN,D,9,7,0,0,0,0,0,2015
Marc Pelosi,SJ,M,12,7,0,0,0,0,0,2015
Kwame Watson-Siriboe,NYC,D,11,7,0,0,0,0,0,2015
Ronald Zubar,NYR,D,12,8,0,0,0,0,0,2015
Karl Ouimette,NYR,D,11,7,0,0,0,0,0,2015
